,Nome Vinho,Localidade,Harmoniza,Avaliação,Uva,Sentimento
444,Viña Cobos Bramare Malbec Uco Valley 2017,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Dark ruby medium tannins robust body acidity persistence mouth ripe black fruit slightly woody excellent wine,Malbec,positive
445,Viña Cobos Bramare Malbec Uco Valley 2017,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",A spectacular malbec Toasted vanilla plum Sit wood Great structure complexity Persistent finish acidity balance Cobos make weak wines,Malbec,positive
446,Viña Cobos Bramare Malbec Uco Valley 2017,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",A wine pleases Excellent vintage maintains quality standards great winery Quite fruity strong presence black plums touch chocolate,Malbec,positive
447,Viña Cobos Bramare Malbec Uco Valley 2017,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",What wine In mouth feel firm velvety tannins Intense flavor reminiscent blackberry slight touch aniseed Light acidity brings pleasant intense aftertaste Amazing,Malbec,positive
448,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",43 Vivinos fair average Fullbodied great acidity strong pleasant tannins Long finish Vinasse The I longer,Malbec,neutral
449,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Exceptional conception Aurelio Montes exquisite vinification body stability firm tannins controlled acidity unique texture,Malbec,positive
450,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Beautiful Malbec extremely intense body fruity aroma leather spices prominent tannins Hats  Cheers,Malbec,positive
451,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",98100  Needs comment Sensational Complex multilayered evolving open Decanting good,Malbec,positive
452,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Fantastic wine Violet ruby Young Intense Fullbodied Black fruit Little floral Light vanilla scent Far away Complex Very good Lasts 810 years,Malbec,positive
453,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Great Malbec intense wine lots wood Plenty black fruit medium tannins acidity I recommend decanting hour Great option mothers day Note 44,Malbec,positive
454,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Exceptional fantastic wine It lives winery Malbec represented oak chocolate vanilla black fruit black fruit medium body present acidity,Malbec,positive
455,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Another excellent Argentinian Malbec intense ruby lots legs notes wood vanilla chocolate plum blackberries cherry leather Balanced harmonic long finish 44,Malbec,positive
456,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Second test After decanting 1 hour A young monster wait 3 years more licorice Elevated tone Wonderful red fruit cassis aroma taste,Malbec,positive
457,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Fantastic Argentinian wine Homage World Cup final Great bodega kaiken A great malbec Great structure body Decant enjoying Cheers,Malbec,positive
458,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Mai means language Pehuenches  native community Mendoza A malbec tannins lots fruit that 18 months oak gains body velvet 24 months bottle A experience combined meatloaf penne,Malbec,neutral
459,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",44 A complex wine  Tannins acidity present balance Fullbodied persistent tears purple color zero fruit zero sweetness A lot chocolate lot smoke coffee tobacco black pepper brown sugar cinnamon,Malbec,neutral
460,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Im suspicious Ive wine time I tasted it Some ready guard potential This definitely improve time The 2012 ready early But I recommend drink now send decanter beauty fruit wine peculiar milky touch danoninho leaves extra elegance Great wine,Malbec,neutral
461,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Lunch dear friends EXCEPTIONAL pleasurable opulent harmonic persistent  single variety Malbec aged 18 months oak barrels   deep intense ruby red violet tones  exuberant complex intense aromas blackberries  ripe plums involved   tobacco vanilla spices  dry muscular broad vivacious acidity firm tannins Persistent fruity ample finish Rating 44 pity regrets,Malbec,positive
462,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Excellent wine intense ruby color nose delicious plum cherry tobacco oak aroma mouth generous structured dense body ripe black fruits blackberry blueberry plum cassis dark chocolate oak light touch pepper lively acidity ripe velvety tannins delicious prolonged finish,Malbec,positive
463,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Today beautiful 100 malbec Closed look Lots black fruit nose natural tobacco sweet spices vanilla notes On palate great balance offers light wood caramel semisweet chocolate vanilla pleasant notes coffee Intense persistent final vom Health all,Malbec,positive
464,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Highlight night paired roast lamb Despite young soft ready consumption improve complex aging Obviously price Brazil I expected more vinasse I repeat Elegant chewy genuine Malbec,Malbec,neutral
465,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Vinaigrette malbec yesterday barbecue Impeccable wine nectar velvety tannins acidity Powerful pleasant finish You wait breathe tasting it 97 pts JS 18 months firstuse French oak barrels 24 months bottle Considered top Argentine malbecs Wine edges comment Hello everyone,Malbec,neutral
466,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Mai The First Malbec 2017  43  Bright purple hue slow tears It started complete closed With evolution I notice emphasis fruit leaving lot wood dark chocolate light pepper leather Toasted  Extra dry fullbodied tamed tannins soft wood mouth Very interesting wine Health,Malbec,positive
467,Kaiken Mai The First A.Montes Malbec 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",40 Last meeting year 2020 Jorge Rosa Fernando Procópio Ferraz Antonio Fernando Nunes Jose Eduardo Soares Daniel Dalzochio Evandro Maciel Alan Godoi The extra night blow Even young great wine worth test,Malbec,neutral
468,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Wine sing about At blow balanced nonetheless After resting fabulous,Malbec,neutral
469,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",One favorite wineries Mendoza Great Malbec Balanced silky If visit Mendoza miss opportunity visit winery,Malbec,positive
470,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Aromatic monster flavors infinite finish Dark fruits leather tobacco chocolates Perfect balance palate long finish A delight wine indisputable icon,Malbec,positive
471,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Bright purple color Cherry raspberry aromas spices flowers toasted oak Fullbodied tasty long finish One tastings I Mendoza Achaval,Malbec,neutral
472,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Nothing add nobility Malbec Just acidic aftertaste Quite aromatic Wine abusive price BR Its worth buying winery,Malbec,negative
473,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Wonderful visit Achaval Ferrer owned SPI Group Russian owners brands Stolichnaya Proof excellent Malbec rests 15 months barrels 150 liters smaller standard Intense bright ruby red color Complex fruit aromas cassis raspberry cherry spice floral nuances In dry medium body complex soft tannins perfect acidity light wood notes beautiful concentration elegance long finish,Malbec,positive
474,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Another unforgettable Malbec tasting impressed All wines excellent standard But Malbec sensational experience If Mendoza miss experience,Malbec,positive
475,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Tasted dinner harmonized  EXCEPTIONAL monovarietal Malbec altitude aged 15 months oak barrels  structured balanced long persistence the  intense ruby red violet tones  complex brought clear scents plums currants ripe wrapped  minerals oak  dry dense fullbodied concentrated acidity smooth tannins suede texture Elegant pleasant long finish,Malbec,positive
476,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Another beautiful Malbec Buenos Aires made grapes grown altitude 600m warmer climate The result rustic wine predominance notes ripe black fruit jam earthy tones Intense footprint unusual complexity Tasted visit Bodega boutique AchavalFerrer Mendoza,Malbec,positive
477,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",10112019  Lunch Buenos Aires 42 92  Excellent wine 98100 Extraordinary 9597 Exceptional 9294 Excellent 8991 Excellent 8588 Very good 8284 Good 7881 Fair  78 Poor,Malbec,positive
478,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Deep ruby with light violet reflectionsFresh black fruits despite hour opening bottle intensity alcohol remains toasted mineral aromas Power ml Vintage 2014 drunk 2034 Elegance structure wine chew Better wait years I evolve,Malbec,neutral
479,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A wine breathe drunk opened acidic breathing round We Tuesday celebration receipt lawsuit husband This wine purchased trip Mendonça,Malbec,neutral
480,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Visit Acheval Ferrer Note 44 Dark ruby dense slightly opaque In aroma closed ripe red fruits mineral touch tobacco Fullbodied mouth soft tannins acidity long persistence Finish touch wood,Malbec,neutral
481,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A virtuous malbec quirky explosion typical most Its terroir generous originates wine exudes elegance Sparkling purple color highlighted circumscribed aromas ripe red fruits toasted leather chocolate On palate dry smooth welltamed tannins body great depth elegance freshness,Malbec,positive
482,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Vinasse Fantastic lot aromatic presence floral lots red fruit jam minerality providing freshness woody notes conveying elegance Round velvety lively intense tannins A beautiful balance impeccable structure The producer comment So I added Altamira,Malbec,positive
483,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Good acidity prunes brown sugar chocolate oak leather earthy mushrooms Excellent wine tbh,Malbec,positive
484,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Plum dried leaves mineral clay coffee Fullbodied high tannins medium  acidity high intensity persistence,Malbec,neutral
485,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Elegant powerful Wood striking herbaceous touch Black wild fruits Unctuous Wonder,Malbec,positive
486,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Bright violet Full bodied Tamed tannins Black red fruits Long complex Very good,Malbec,positive
487,Achaval-Ferrer Finca Mirador 2014,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A velvety wine present tannins  Pepper aromas  fatter meat,Malbec,neutral
488,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Aged violet colored wine Nose soft woods Deep mouth raspberry slow round opening Another worth,Malbec,neutral
489,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",100 Malbec complex wine tasted special situations Fullbodied persistent flavors aromas red fruits present acidity soft tannins Alcohol content 144,Malbec,neutral
490,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",A differentiated Malbec Quartel 6 El Cepillo Vale uco vineyards Escorihuela feed DON Incredible visual bright red complex aromas ripe fruit spices smoke On palate pure elegance disconcerting balance Its tannins velvety acidity correct finish dignified inviting long I recommend friends,Malbec,positive
491,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",On special day I opened beautiful Malbec Dark ruby look Very expressive aroma lots ripe black fruits sweet spices natural tobacco vanilla notes On palate excellent balance caramel dark chocolate espresso pleasant notes wood End lot intensity excellent persistence Health all,Malbec,positive
492,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Very tasty Argentinean red Malbec grapes Valle Uco region organic vineyard It intense ruby red color dark reflections Perfumed intense aroma dark ripe red fruits TA 144 On palate balanced taste fruit excellent acidity silky tannins long finish,Malbec,positive
493,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Wine delight Testing recipe Approved Health,Malbec,positive
494,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Excellent balanced powerful The night,Malbec,positive
495,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Excellent wine The winery restaurant then Say everything,Malbec,positive
496,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Dinner friends wine 3 Good malbec aroma dark fruits mouth plum vanilla oak For price I expected more,Malbec,neutral
497,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Wine conceptualized typical malbec The presents Argentine wine Robust juicy round mouth Lots fruit great woody finish,Malbec,neutral
498,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Malbec different complex  In glass deep ruby red Bringing aromas black fruits black olives cedar floral  In Boca body correct refreshing acidity It confirms aromas dark chocolate end In context fine correct wine reach expectations high value that,Malbec,neutral
499,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Don Malbec 2019  144 vol Bodega Escorihuela Gascón Valle De Uco  Mendoza Argentina  Photo By Mi Taraborelli  Brazil  Tasted on July 2022 Matured aged 16 months 400L French oak barrels Violet color purple Aroma black fruits blackberry plum blueberry vanilla cocoa cedar In mouth beautiful succulent broth fresh figs fruity acidity balanced long finish Today takes 43,Malbec,positive
500,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",And working Foz Iguaçu decided stop neighboring Argentina buy things  and importantly cheaper Already paying corkage dinner Very happy  Classy Malbec,Malbec,positive
501,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Powerful fullbodied tannic wine On palate I felt mineral flavor metallic,Malbec,neutral
502,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",It type wine I made wine qualities,Malbec,neutral
503,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Very aromatic marked tannins persistence Highlights aroma plum woody Nt42,Malbec,neutral
504,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Great wine Escorihuela Gascon Valle Uco Mendoza Argentina Malbec variety 2019 Harvest Intense complex amount wood low tannins medium acidity Great option,Malbec,positive
505,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Very good In perfume I felt figs syrup,Malbec,positive
506,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",Great potential immature palate oak smoke earth A wine large body medium finish,Malbec,positive
507,Escorihuela Gascón DON 2019,"Vale do Uco, Argentina","Carne de vaca, Cordeiro, Aves",tobacco smoke leather Malbec differentiated I lacked fruit,Malbec,neutral
508,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",This guy impressed me bottled 11 years show single wrinkle,Malbec,positive
509,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Great Balanced perfect tannins aromas red fruits silky Good aftertaste Long mouth Its cheap justifies price R 28000 I paid,Malbec,positive
510,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Fruit floral aromas tannins perfect acidity Elegant slightly persistent finish mouth A malbec notice wood Excellent request meats heavy,Malbec,positive
511,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Friends Vivino National Meeting SP This wines I took Tasted detailed notes fraternization Excellent Malbec here,Malbec,positive
512,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",An extremely elegant wine Violet rich aromas black fruits cassis toasted Soft elegant tannins high acidity integrated A top wine Health,Malbec,positive
513,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Very bright clear red Very aromatic initial notes blackberry red roses As background notes I noticed lot wood leather I believe 18 months resting French oak Fullbodied dry I unbalanced terms alcohol content glass Short enjoyable end It filet mignon Madeira sauce,Malbec,positive
514,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Vivino National Meeting 2019 São PauloSP Paulistana night dinner Pizzaria Camelo Jun 28 2019 18m CF 140 GL barrels imperceptible integrated acidity structure complexity wonderful brought colleague 44TS,Malbec,neutral
515,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",NATIONAL MEETING OF AMIGOS DO VIVINO IN SÃO PAULO NIGHT PAULISTANA event EXCEPTIONAL varietal  Malbec variety aged 18 months oak barrels  balanced structured pleasant opulent persistent palate  deep intense ruby red violet hues  intense complex brought aromas ripe dark plums blackberries compote mixed violets  vanilla spices  dry fullbodied vibrant acidity round tannins 44,Malbec,neutral
516,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Vivinos Friends National Meeting São Paulo June 2019 Second day fraternization meeting Pizzeria Camelo  invitation night São Paulo Another modern Malbec balanced tables,Malbec,neutral
517,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",86 pts JD 43   violet  aromatic It exudes lot red toasted fruit  notes cherry light cassis toast black pepper Fullbodied elegant proposal high lively acidity striking tannins A dry wine long finish,Malbec,positive
518,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Noite Medieval pt2 A monster Malbec Mendoza potent vinasse super elegant time daring unctuous dense dark ruby open bottle aromas invade nose lots black fruits wood  vanilla tobacco chocolate cigar spices lively acidity silky tannins long aftertaste Tip harmonize juicy rare meat,Malbec,positive
519,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A brilliant wine Complex aromas jam cassis plum With touch chocolate acidity great persistence,Malbec,positive
520,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Argentine wine night El Tranvia A special choice dear Angela Fonte I loved it,Malbec,positive
521,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Malbecão tasted National Vivino Meeting São Paulo dinner Noite Paulistana Camelo Pizzaria 06282019,Malbec,neutral
522,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",National Meeting Friends Vivino São Paulo,Malbec,neutral
523,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A premium malbec made fullbodied dense style Violaceous coloration red fine abundant tears Aromas cherries raspberries jam violet tobacco chocolate cloves In mouth body medium acidity soft tannins Alcohol heats little bother Apparent sensation residual sugar Medium finish lots fruit jam 89 points,Malbec,neutral
524,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Welcoming colleague Valéria Braga  El Tranvia Higienópolis SP This wishlist expectations DD 42,Malbec,neutral
525,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Rio Wine Food Festival 2018 Ruby intense bright prosperous tears Scents colossal Intense fruit time light silky Discreet superb wood Palate confirms aromas Amazing Fill mouth sensuality,Malbec,positive
526,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Woody touch time aroma taste floral Fullbodied low persistence stay mouth Tasty favorites,Malbec,neutral
527,Mi Terruño Mayacaba Malbec 2010,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Very Malbec fullbodied potent requires decanting Good complexity reveals wood spices leather,Malbec,positive
528,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Another extremely made classic Malbecão typical hunting forest nose Compote mouth integrated wood 94gg,Malbec,neutral
529,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Another beautiful Lujan Cuyo With fruit blackberries  plums slightly smoked wine perfect pair fat roast meat candle Cheers,Malbec,positive
530,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Spectacular light aroma slight touch reddish fruits,Malbec,positive
531,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Excellent Malbec Red fruit spice Potential guarding evolution bottle Tannins hard 43,Malbec,positive
532,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Some wines Argentina Amazing,Malbec,positive
533,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Excellent discovery fantastic 100 Malbec wine In glass ruby tile violet halos striking generous tears Its aromas subtly fruity reminiscent plums quince compote complemented light smoked notes In mouth impactful harmonic structure perfect balance tannins acidity Served serving temperature deserved decanting Aged 18 24 months French oak barrels 12 bottle 140 551,Malbec,positive
534,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Touch velvet Delicious Worth sip I recommend,Malbec,positive
535,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A root Malbec reminiscent forest countryside nose And mouth rustic Porrada lot body,Malbec,neutral
536,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Black fruits light tannins velvety An incredible discovery Excellent wine,Malbec,positive
537,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Malbec malbec Wonderful classic place chunky juicy chewy RB93,Malbec,neutral
538,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Beautiful classic malbec Agrelo aligned plot vinification,Malbec,neutral
539,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Great wine Fullbodied lot wood much,Malbec,neutral
540,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Spectacularsoftsilky light drinkvery balancedrecommend,Malbec,positive
541,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Open time drink day,Malbec,neutral
546,Nieto Senetiner Cadus Finca Las Torcazas Malbec (Single Vineyard) 2017,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Another beautiful Argentinian Malbec Very aromatic soft tannins,Malbec,positive
548,Millaman Paya de Millaman Malbec 2018,"Vale do Curico, Chile","Carne de vaca, Cordeiro, Aves",Excellent Chilean Malbec balanced spicy nuances Presence chocolate latent red fruit Vinasse Salud,Malbec,positive
549,Millaman Paya de Millaman Malbec 2018,"Vale do Curico, Chile","Carne de vaca, Cordeiro, Aves",I great friend I totally surprised  I confess now Chilean Malbec ended leaving date Cot reach intensity dryness concentration black fruits milky background neighbors However great Argentinian Malbec presents Simply sensational,Malbec,positive
550,Millaman Paya de Millaman Malbec 2018,"Vale do Curico, Chile","Carne de vaca, Cordeiro, Aves",An excellent Chilean malbec Juicy balanced tasty Velvety tannins Wine edges comment Health all,Malbec,positive
551,Millaman Paya de Millaman Malbec 2018,"Vale do Curico, Chile","Carne de vaca, Cordeiro, Aves",Balanced authentic wine Curicó Valley,Malbec,neutral
552,Millaman Paya de Millaman Malbec 2018,"Vale do Curico, Chile","Carne de vaca, Cordeiro, Aves",Very elegant harmonic,Malbec,positive
553,Millaman Paya de Millaman Malbec 2018,"Vale do Curico, Chile","Carne de vaca, Cordeiro, Aves",I wine A malbec weighs acidity Quite astringent It 45 wine Note 4 fair,Malbec,neutral
554,Millaman Paya de Millaman Malbec 2018,"Vale do Curico, Chile","Carne de vaca, Cordeiro, Aves",Beautiful Chilean Malbec In style Argentines RB9394,Malbec,neutral
555,Millaman Paya de Millaman Malbec 2018,"Vale do Curico, Chile","Carne de vaca, Cordeiro, Aves",What beautiful Chilean Malbec No wonder considered Malbec Chile,Malbec,positive
608,Tabali Roca Madre 2016,"Vale de Limarí, Chile","Carne de vaca, Cordeiro, Aves",Kuri Simones farewell lunch Restaurante Yemanja Surprising Chilean Malbec level Argentines Cassis plums oak integrated Soft tannins medium acidity long persistence 43,Malbec,neutral
609,Tabali Roca Madre 2016,"Vale de Limarí, Chile","Carne de vaca, Cordeiro, Aves",Delicious Chilean Malbec tasted lunch friend Kuri Salvador,Malbec,positive
610,Tabali Roca Madre 2016,"Vale de Limarí, Chile","Carne de vaca, Cordeiro, Aves",Excellent Chilean Malbec It demonstrates terroir mixed excellent quality fruit Violaceous exuberant primary aromas lots black fruit floral wood In mouth balanced shows Limari soil mineral high acidity long years bottle Its tannins time refine mature Alcohol integrated presence felt despite high 145,Malbec,positive
619,Tabali Roca Madre 2016,"Vale de Limarí, Chile","Carne de vaca, Cordeiro, Aves",Amazing That simple,Malbec,positive
620,Tabali Roca Madre 2016,"Vale de Limarí, Chile","Carne de vaca, Cordeiro, Aves",Great Malbec northern Chile Rio Hurtado Very different balanced strong notes espresso licorice tobacco leaves toasted smoked bitterness tongue Persistent,Malbec,positive
622,Tabali Roca Madre 2016,"Vale de Limarí, Chile","Carne de vaca, Cordeiro, Aves",To celebrate Malbec day rich wine Limari made highaltitude vineyards Ruby red colour It benefits decanting pairs excellently grilled meat The nose black purple currants Tobacco leather notes Blackberries liquorice Flavors black fruit cassis liqueur cigars High acidity drying sensation Mineral medium tannins Great wine 44,Malbec,positive
623,Tabali Roca Madre 2016,"Vale de Limarí, Chile","Carne de vaca, Cordeiro, Aves",Unusual Chile MB cultivated Andean terroir altitude 1600 level large daily temperature amplitudes lead decrease fruit size thick skin organoleptic refinement Aromatic expression ethereal geranium fragrant violet revealing hints blackberry cake dried strawberries smoke roasting cocoa beans pencil shavings freshly tanned calfskin moist lava Unusually harmonious taste silky texture fine tannin vigorous acidity,Malbec,neutral
